triple,bgp,join,leftjoin,union,filter,graph,extend,minus,path*,pathN*,path+,pathN+,notoneof,tolist,order,project,distinct,reduced,multi,top,group,assign,sequence,slice,treesize,pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9,ex_time
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,20
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.060606061,1,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,19
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,11
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,19
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.285714286,0.25,0.333333333,0.25,0.285714286,0.25,0.25,0.25,0.0625,0.25,103
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,11
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.0625,0.666666667,11
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.0625,0.666666667,15
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,18
3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.285714286,0.285714286,0.333333333,0.285714286,0.4,0.285714286,0.285714286,0.333333333,0.071428571,0.285714286,15
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.666666667,0.666666667,0.4,0.666666667,0.285714286,1,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
13,10,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.060606061,0.058823529,0.0625,0.060606061,0.0625,0.060606061,0.060606061,0.058823529,1,0.060606061,15
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.666666667,1,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,0.5,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0625,0.5,21
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,11
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,31
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.142857143,0.142857143,0.153846154,0.142857143,0.181818182,0.142857143,0.142857143,0.142857143,0.0625,0.142857143,94
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0.222222222,0.222222222,0.222222222,0.222222222,0.285714286,0.222222222,0.222222222,0.222222222,0.064516129,0.222222222,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,19
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.285714286,0.222222222,0.25,0.285714286,0.25,0.222222222,0.222222222,0.222222222,0.0625,0.222222222,78
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0.285714286,0.285714286,0.4,0.285714286,1,0.285714286,0.285714286,0.285714286,0.064516129,0.333333333,11
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0.222222222,0.222222222,0.222222222,0.222222222,0.285714286,0.222222222,0.222222222,0.222222222,0.064516129,0.222222222,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,17
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.060606061,1,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,18
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,10
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,5,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
13,10,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.060606061,0.058823529,0.0625,0.060606061,0.0625,0.060606061,0.060606061,0.058823529,1,0.060606061,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,19
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,11
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,20
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,0.5,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0625,0.5,21
5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0.181818182,0.181818182,0.2,0.181818182,0.222222222,0.181818182,0.181818182,0.2,0.083333333,0.181818182,15
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,22
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,12
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
